MOVIE,DIRECTOR,ACTOR,GENRE
Maayanadhi,Ashok Thiagarajan,Venba,"Drama, Family"
Patra Vaitha Nerupondru,Vinoth Rajendran,Smruthi Venkat,"Action, Drama, Thriller"
Kavalthurai Ungal Nanban,RDM,Suresh Ravi,"Crime, Thriller"
Kanni Maadam,Bose Venkat,Sreeram Karthik,
Gypsy,Raju Murugan,Jiiva,"Adventure, Drama"
Sinamkol,Ranjith Joseph,unknown,
Kanni Raasi,S. Muthukumaran,Vimal,
Insight,Rajaraman,Kirubha,"Crime, Thriller, Action"
Rajavukku Check,Sai Rajkumar,Cheran,Thriller
Andava Kaanom,C. Velmathi,Sriya Reddy,Drama
Routtu,A. C. Manikandan,Kathiravan Balu,"Drama, Crime"
Pachai Vilakku,Maran,Maran,
Seeru,Sami Rajalingam,Jiiva,"Action, Drama"
Karthik Dial Seytha Yenn,Gautham Vasudev Menon,Trisha Krishnan,"Drama, Romance"
Walter,U. Anbarasan,Sibiraj,"Action, Thriller, Crime, Drama"
God Father,Jegan Rajshekar,Natarajan Subramaniam,
Irandam Kuththu,Santhosh P. Jayakumar,Santhosh P. Jayakumar,"Horror, Comedy"
Karuppankaatu Valasu,Selvendran,Neelima Rani,"Drama, Horror"
B.Selvi & Daughters,Drishya,Kalairani,Drama
Irumbu Manithan,Disney,Santhosh Prathap,"Comedy, Romance"
Pizhai,Rajvel Krishnaa,Charle,Drama
Mamakiki,Sameer Bharat Ram,Preetha Anandan,"Romance, Comedy"
Cocktail,RA Vijaya Murugan,Yogi Babu,Comedy
Yen Peyar Anandhan,Sridhar Venkatesan,Athulya Ravi,"Drama, Thriller"
Indha Nilai Maarum,Arun Kanth,Nivedhithaa Sathish,"Comedy, Drama"
Onbathu Kuzhi Sampath,Ja. Ragupathi,Balaji Maharaja,"Drama, Romance"
Miya,R. L. Ravi,Sonia Agarwal,"Horror, Thriller"
Chiyaangal,Vaigarai Balan,Nalinikanth,
Day Knight,NK Kandi,Aadarsh Pullanikat,"Mystery, Thriller"
Theeviram,Michael Muthu,Amzath Khan,"Drama, Thriller"
Why do flowers die,pramoth durai,Nagarathinam,Drama
Velvet Nagaram,Manoj Kumar Natarajan,Varalaxmi Sarathkumar,Thriller
Danny,L. C. Santhanamoorthy,Varalaxmi Sarathkumar,"Thriller, Crime"
Lockup,SG Charles,Vaibhav Reddy,"Crime, Thriller"
Hawala,Ammith Rao,Kamil Shaikh,"Action, Crime, Thriller"
Sandimuni,Milka S. Selvakumar,Manisha Yadav,"Comedy, Horror"
Taana,Yuvaraj Subramani,Vaibhav Reddy,"Comedy, Horror, Drama"
En Sangathu Aala Adichavan Evanda,Naveen Manikandan,Delhi Ganesh,Drama
Kadathal Kaaran,Unknown,Renuka,
Thadayam Mudhal Adhyayam,Mani Karthik,Linga,"Crime, Thriller, Drama"
Unakkagathane,S.P Srikanth,Yasmin Nadiah,"Action, Crime, Drama"
AASPATHIRI,AAKASH,AAKASH,"Comedy, Drama"
The Tremor,Balaji Vembu Chelli,Rajeev Anand,Mystery
Quota,P. Amudhavanan,Aadhil,"Drama, Family"
The Nightmare,V. G. Ravyn Manogaran,Vidia Liana,"Horror, Thriller"
Yaadhumagi Nindraai,Gayathri Raguram,Gayathri Raguram,Drama
Meendum Oru Mariyathai,Bharathiraja,Bharathiraja,Drama
Enthiran Spoof,MURALIDHARAN,AVINASH,Comedy
Adavi,G. Ramesh,Ammu Abhirami,Drama
Kanya,Apoorva Satish,Tarunya Satish,Drama
Kayiru,Ganesh,SR Gunaa,Drama
Coffee Cafe,Arunkumar Senthil,Abirami,Drama
Dhowlath,Sakthee Sivan,Rashmi Gautham,Action
Santhittha Naal Muthal,Sheela Pravina,Mervin Emmanuel,"Romance, Comedy"
The Girl with the Red Ribbons,Jayakrishnan Subramanian,unknown,Drama
Athaiyum Thaandi,Vikinish Lokarag Asokan,Vemanna Appannah,"Comedy, Romance"
Galtha,S Hari Uthraa,Antony Sagayaraj,"Action, Drama"
Athigaari,Kabilan Plondran,Bala Ganapathi William,"Thriller, Crime, Drama"
ENPA,MURALIDHARAN,AVINASH,"Comedy, Drama"
Biya,Raj Gokul Das,Raj Gokul Das,
Virus Mairus,Gogularaajan Rajendran,Rajendran,Comedy
Utraan,O Rajagajini,Heroshini Komali,"Action, Romance"
Yours Truly,Ram Shankar,Gokul,"Drama, Romance"
Kaalam Maari Pochu,Kumaravarman R. Sivaperumal,Ravin Rao Santheran,Drama
A Reciprocated Lust,Githen Kiruba,Sajith Jay,"Mystery, Crime"
ஆடி / Mirror,Manikandan,unknown,
Dopamine : A reason For Addiction,L. S. Madhesh,L. S. Madhesh,Drama
Thunivu,Kodeeswaran,unknown,Drama
Battle of the Hearts,Unknown,Sivakumar Palakrishnan,"Action, Thriller"
Marijuana,Unknown,Rishi Rithvik,Thriller
The Mirage of Dragonfly,Rathesh Kowsalya,ShreeRaj,Drama
Paramapatham,Thanesh Perrabu,unknown,Fantasy
First Vacation,Amelia Tan Meiya,Dennis Thomas,Drama
Soodu,Unknown,unknown,
Grace,Smarak Samarjeet,unknown,
Tamani,Unknown,unknown,"Crime, Drama"
Footwear,Somasundaram Sembian,Somasundaram Sembian,Comedy
Pulikodi Devan,SP Raaj Prabhu,Michael Sasikumar,
Thedu,Eeshwar,Santhosh Sanjay,
Paakaati Po,Kathir Raven S,Kathir Raven S,"Comedy, Romance"
Password,Kannan,unknown,Thriller
Tamil Rockers,Barani Jayapal,Premji Amaran,"Comedy, Thriller"
Jai Bhim,T. J. Gnanavel,Suriya,"Crime, Drama, Mystery"
Master,Lokesh Kanagaraj,Vijay,"Action, Thriller, Crime, Adventure"
Maanaadu,Venkat Prabhu,Silambarasan,"Thriller, Action, Science Fiction"
Jagame Thandhiram,Karthik Subbaraj,Dhanush,"Crime, Comedy"
Karnan,Mari Selvaraj,Dhanush,"Drama, Action"
Thalaivii,A. L. Vijay,Kangana Ranaut,Drama
Aranmanai 3,Sundar C,Arya,"Comedy, Horror, Drama"
Doctor,Nelson Dilipkumar,Sivakarthikeyan,"Action, Comedy, Thriller"
Teddy,Shakti Soundar Rajan,Arya,"Action, Thriller, Fantasy, Adventure"
Sulthan,Bhagyaraj Kannan,Karthi,"Action, Romance"
Sarpatta Parambarai,Pa. Ranjith,Arya,"Action, Drama"
Bhoomi,Lakshman,Jayam Ravi,Drama
Kasada Thapara,Chimbu Deven,Premji Amaran,Drama
Oh Manapenne!,Kaarthikk Sundar,Harish Kalyan,"Drama, Romance, Comedy"
Pulikkuthi Pandi,M. Muthaiah,Vikram Prabhu,"Action, Romance"
Annabelle Sethupathi,Deepak Sundarrajan,Vijay Sethupathi,"Comedy, Fantasy, Horror"
First Nights,Jack Prabhu,Anusha Prabhu,"Comedy, Drama, Romance"
Maara,Dhilip Kumar,R. Madhavan,Drama
Blood Money,K. M. Sarjun,Priya Bhavani Shankar,"Mystery, Thriller"
Nenjam Marappathillai,Selvaraghavan,S. J. Suryah,"Thriller, Horror"
Dikkiloona,Karthik Yogi,Santhanam,"Comedy, Romance, Science Fiction"
Kamali from Nadukkaveri,Rajasekar Duraisamy,Anandhi,"Drama, Romance"
Mandela,Madonne Ashwin,Yogi Babu,"Comedy, Drama"
Chakra,M. S. Anandan,Vishal Krishna,Action
Chithirai Sevvaanam,Stunt Silva,Samuthirakani,"Family, Drama"
Udanpirappe,Era. Saravanan,Jyothika,"Family, Drama"
Anandham Vilayadum Veedu,Nandha Periyasamy,Gautham Karthik,"Family, Romance, Action"
Lift,Vineeth Varaprasad,Kavin Raj,"Horror, Thriller"
Pebbles,P. S. Vinothraj,Chella Pandi,Drama
Pulvaaliraghu,Sheik Althaf Hussain,Pulvaaliraghu,Drama
Pallavi Bakery,Sathish Natarajan,Irfan Zaini,"Drama, Romance, Comedy"
Rajavamsam,K. V. Kathirvelu,M. Sasikumar,"Action, Family, Romance"
Anti Indian,Elamaran,Elamaran,Drama
Haathi Mere Saathi,Prabhu Solomon,Rana Daggubati,Drama
Rudra Thandavam,Mohan G,Richard Rishi,"Action, Drama"
Annaatthe,Siva,Rajinikanth,"Action, Family, Drama"
Aatkal Thevai,Sakthee Sivan,Sakthee Sivan,
Paramapadham Vilayattu,K. Thirugnanam,Trisha Krishnan,Thriller
Sivaranjiniyum Innum Sila Pengalum,Vasanth,Lakshmi Priyaa,Drama
Thittam Irandu,Vignesh Karthik,Aishwarya Rajesh,"Thriller, Mystery, Crime"
Boomika,R. Rathindran Prasad,Aishwarya Rajesh,"Mystery, Thriller, Horror"
Tughlaq Durbar,Delhi Prasad Deenadayal,Vijay Sethupathi,"Drama, Comedy"
Sabhaapathy,R. Srinivasa Rao,Santhanam,Comedy
Eeswaran,Suseenthiran,Silambarasan,"Action, Family, Romance"
Vettai Naai,Jai Shankar,R. K. Suresh,"Drama, Action"
Parris Jayaraj,Johnson K.,Santhanam,"Comedy, Romance"
Laabam,S. P. Jananathan,Vijay Sethupathi,"Drama, Action"
Maaligai,Dil Sathya,Mohammad Ali,"Action, Drama, Thriller"
Kutty Story,Nalan Kumarasamy,Vijay Sethupathi,"Romance, Drama"
Pei Mama,Sakthi Chidambaram,Yogi Babu,"Comedy, Horror"
Jail,Vasanthabalan,G. V. Prakash Kumar,Drama
Aelay,Halitha Shameem,Samuthirakani,Comedy
Care Of Kaadhal,Hemambar Jasthi,Karthik Rathnam,"Romance, Drama, Family"
Friendship,J P R,Arjun Sarja,"Action, Drama, Crime"
Vinodhaya Sitham,Samuthirakani,Samuthirakani,"Drama, Comedy"
Yennanga Sir Unga Sattam,Prabhu Jeyaram,R. S. Karthik,"Drama, Comedy"
Mathil,Mithran Jawahar,K. S. Ravikumar,Drama
Kabadadaari,Pradeep Krishnamoorthy,Sibiraj,"Crime, Thriller"
Namma Oorukku Ennathan Achu,Nal Senthil Kumar,Mahendran,"Thriller, Romance"
Plan Panni Pannanum,Badri Venkatesh,Rio Raj,"Comedy, Romance"
Jango,Mano Karthikeyan,Satheesh Kumar,"Science Fiction, Thriller"
Rocky,Arun Matheswaran,Vasanth Ravi,"Crime, Action, Drama"
Devadas Brothers,K. Janakiraman,Ajai Prasath,"Comedy, Drama"
Sarbath,Prabhakaran,Kathir,"Romance, Comedy"
IPC 376,Ramkumar Subbaraman,Nandita Swetha,"Horror, Drama"
Netrikann,Milind Rau,Nayanthara,"Thriller, Mystery, Crime"
Bachelor,Sathish Selvakumar,G. V. Prakash Kumar,Drama
Enemy,Anand Shankar,Vishal Krishna,Action
Pon Manickavel,A. C. Mugil,Prabhu Deva,"Action, Thriller"
Vellai Yaanai,Subramaniam Siva,Samuthirakani,Drama
Chasing,K. Veerakumar,Varalaxmi Sarathkumar,"Crime, Action"
Vaazhl,Arun Prabu Purushothaman,Pradeep Anthony,Drama
Theerpugal Virkkapadum,Dheeran,Sathyaraj,"Thriller, Action"
Cinderella,Vinoo Venketesh,Raai Laxmi,"Horror, Thriller"
Appathaava Aataiya Pottutaanga,N Stephen Rangaraj,Chandrahasan,Drama
Mirugaa,J. Parthiban,Raai Laxmi,"Thriller, Crime"
Madurai Manikkuravar,Raajarishi,Harikumar,"Action, Drama"
Mughizh,Karthik Swaminathan,Vijay Sethupathi,Drama
Pei Irukka Bayamen,S. Kaarthieswaran,S. Kaarthieswaran,"Horror, Comedy"
Kadaseela Biriyani,Nishanth Kalidindi,Vijay Ram,"Crime, Drama, Comedy"
Sivakumarin Sabadham,HipHop Tamizha Adhi,HipHop Tamizha Adhi,Drama
Malaysia to Amnesia,Radha Mohan,Vaibhav Reddy,Comedy
Murungakkai Chips,Srijar,Shanthanu Bhagyaraj,"Family, Comedy, Romance"
Vanam,Srikantan Anand,Vetri,"Thriller, Mystery, Horror"
Kodiyil Oruvan,Ananda Krishnan,Vijay Antony,"Action, Drama"
Vanakkamda Mappilei,M. Rajesh,G. V. Prakash Kumar,"Comedy, Romance"
4 Sorry,S. Sakthivel,Sakshi Agarwal,Drama
Trip,Dennis Manjunath,Sunaina,"Horror, Fantasy, Comedy"
Anbirkiniyal,Gokul,Keerthi Pandian,Thriller
Writer,Franklin Jacob,Samuthirakani,Drama
Thaen,Ganesh Vinayak,Abarnathi,Drama
Sinam,Anand Murthy,Sai Dhanshika,Drama
R23 Criminal's Diary,Goutham Raghavendra,Yashika Anand,"Horror, Thriller"
Filter Gold,Vijayabaskar,Vijayabaskar,"Thriller, Crime"
Call Taxi,Pa. Pandiyan,Rajendran,
03:33,Nambikkai Chandru,Sandy,"Horror, Thriller"
Chithambaram Railwaygate,Sivapavalan,Mahendran,"Action, Drama, Romance"
Velan,Kavin,Mugen Rao,"Action, Drama, Romance, Comedy"
Naduvan,Sharran Kumar,Bharath Srinivasan,"Thriller, Drama"
Jinx,Lingesh Janarthanam,Gowri Shankar,"Horror, Thriller"
Theedhum Nandrum,Rasu Ranjith,Rasu Ranjith,"Thriller, Action, Romance"
MGR Magan,Ponram,M. Sasikumar,"Family, Drama, Comedy"
Thai Nilam,Abilash.G.Devan,Amar Ramachandran,"Family, Drama, War"
Ikk,Babu Tamizh,Yogesh,"Fantasy, Thriller"
Irudhi Pakkam,Mano Ve Kannadhasan,Amrutha Srinivasan,"Crime, Thriller"
Sangathalaivan,Manimaran,Samuthirakani,Drama
Singa Paarvai,J.K.,Varalaxmi Sarathkumar,Action
Kalathil Santhippom,N. Rajasekhar,Jiiva,"Action, Family"
Endravathu Oru Naal,Vetri Duraisamy,Vidharth,Drama
Amanuda Bhayam,S.S. Jishnu Dev,R.G. Harikrishnan,"Horror, Mystery"
Sennai,Jaikumar Sedhuraman,Semmalar Annam,Drama
Thalli Pogathey,R. Kannan,Atharvaa Murali,"Romance, Comedy"
Ainthu Unarvugal,Gnana Rajasekaran,Shreya Anchan,Drama
Naanum Single Thaan,R. Gopi,Dinesh Ravi,"Drama, Comedy"
Veerapuram 220,B. Senthil Kumar,Angadi theru Mahesh,Thriller
Methagu,T. Kittu,Kutti Mani,Drama
Border,Venkatesh S,Charles Anthony Samy,"Action, Thriller"
Thuyil Tholaithen,Hafis AK,Rishikesh Radhakrishnan,Drama
Virgin Kumar,Shailesh Nathan,Mithran,Comedy
Meendum,Saravana Subbiah,Kathiravan,Drama
Oomai Sennai,Arjunan Ekalaivan,Michael Thangadurai,"Action, Crime, Thriller"
Parallel Lines,Kiran R,Vatsan M Natarajan,"Thriller, Drama"
Choo Mandhirakaali,Eswar Kotravai,Karthikeyan Velu,"Comedy, Adventure, Fantasy, Romance"
Calls,J. Sabarish,Chitra Kamaraj,"Crime, Drama, Thriller"
Dola,Aadhi Chandran,Rishi Rithvik,
Naaye Paeye,Sakthi Vasan,Dinesh,"Comedy, Horror"
TORROT,Praveen Chezhian,Joseph Wesley,"Science Fiction, Mystery"
E.P.Co 302,Salangai Durai,Kasturi Shankar,Drama
The Way To Be,Sreekrishnan Kp,Kannan Unni,
Kadampari,Arul,Arul,Horror
Kattil,E. V. Ganesh Babu,E. V. Ganesh Babu,Drama
On Floating Bodies,Sibi Sekar,Uddish Pasupathy,"Animation, Documentary, Mystery"
Engada Irunthinga Ivvalavu Naala,Kevin,Akhil,Comedy
Sithai,Karthi ram,Biju,Drama
Manja Satta Pachcha Satta,Thumbakutti Bramoski,Guru Somasundaram,Comedy
Just Fucked,Joshi,Sudharshan Govind,Drama
The Road to Kuthriyar,Bharat Mirle,Dhruv Athreye,"Drama, Documentary"
The Nudity,Arunkumar Senthil,Kalaimamani Sudha,Documentary
Raame Aandalum Raavane Aandalum,Arisil Moorthy,Mithun Manickam,"Drama, Comedy"
Chinnanjiru Kiliye,Sabarinathan Muthupandian,Senthilnathan,"Drama, Crime, Thriller"
Sara,Shalini Balasundaram,Shalini Balasundaram,"Horror, Thriller"
Sweet Biriyani,Jeyachandra Hashmi,Balaji Venugopal,Drama
Manamagizhselvan,Harish Sundarajan,Chandran,Comedy
Grandma's Cooking,Laavania Krishna,Sithira Thevi,"Drama, Family"
Writer's block,Rohith Saravanan,swaminathan n,"Thriller, Drama"
Hiding,Nirusha Wijayamohan,Jey Jey,"Thriller, War"
E.P. KO 306,Unknown,Cheenu Mohan,Drama
Ashvamithra,Unknown,Harish Uthaman,Drama
Valiyor Silar,Naveen Kumar,Naveen Kumar,"Action, Thriller, Mystery, Crime, Drama, History"
Roommate,Unknown,unknown,
Bloom,Richard Anthony,Mitra Visvesh,"Romance, Drama"
Uravugal Thodarkathai,Yashwiin Nair,unknown,Drama
Shivanum-Mohiniyum,Ramakaushalyan Ramakrishnan,unknown,Drama
Alpha Adimai,Unknown,unknown,
Appa's Seasons,Radhika Prasidhha,unknown,Drama
Dream,Joel Reubenraj,Praveen,Drama
Paper Rockets,Geethan gunaratnam,Muthu sudar,"Romance, Mystery"
EVANESCENCE,L. S. Madhesh,L. S. Madhesh,"Science Fiction, Fantasy, Drama"
Appavin Parisu,Unknown,unknown,
The confession of a motor,Geethan gunaratnam,Geethan gunaratnam,"Mystery, Drama, Animation"
The Dogfather,Vaishnav,Vaishnav,"Comedy, Science Fiction, Drama"
Kumar's Cafe,Akshay Thiagarajan,unknown,Drama
Avanum Nanum,Praveen Kumar M.,unknown,
Aathikka Varkkam,Unknown,unknown,
Clubfoot,Nanthakumaran Rajavijayan,unknown,Drama
Vikram,Lokesh Kanagaraj,Kamal Haasan,"Action, Crime, Thriller"
The Elephant Whisperers,Kartiki Gonsalves,Bomman,Documentary
Love Today,Pradeep Ranganathan,Pradeep Ranganathan,"Comedy, Romance"
Ponniyin Selvan: Part I,Mani Ratnam,Vikram,"Action, Adventure"
Beast,Nelson Dilipkumar,Vijay,"Action, Adventure, Thriller"
Sinam,G. N. R. Kumaravelan,Arun Vijay,"Action, Thriller, Crime"
Rocketry: The Nambi Effect,R. Madhavan,R. Madhavan,"Drama, History"
Oh My Ghost,R. Yuvan,Sunny Leone,"Comedy, Horror, Fantasy"
Pistha,M. Ramesh Bharathi,Metro Shirish,"Comedy, Romance"
Valimai,H. Vinoth,Ajith Kumar,"Action, Crime, Thriller"
Hey! Sinamika,Brinda,Dulquer Salmaan,"Drama, Romance"
DSP,Ponram,Vijay Sethupathi,"Action, Drama"
Coffee,Sai Krishna,Iniya,"Action, Crime"
Gargi,Gautham Ramachandran,Sai Pallavi,"Drama, Thriller"
Viyuham,Santosh Menon,Ajmal Ameer,"Adventure, Drama, Crime"
Super Senior Heroes,Karthik Kumar,K. Bhagyaraj,"Comedy, Fantasy, Family"
Naai Sekar Returns,Suraj,Vadivelu,Comedy
Naane Varuvean,Selvaraghavan,Dhanush,"Action, Thriller, Horror"
Sanjeevan,Mani Shekar,Vinod Loghydaas,"Thriller, Drama"
Thiruchitrambalam,Mithran Jawahar,Dhanush,"Romance, Drama, Comedy"
Maaran,Karthick Naren,Dhanush,"Thriller, Action"
Don,Cibi Chakaravarthi,Sivakarthikeyan,"Comedy, Romance"
181,Mohamad Issack,Gemini Ryker,Horror
Mahaan,Karthik Subbaraj,Vikram,"Crime, Action, Drama"
Ree,Sundhara Vadivel,Prasanth Srinivasan,Thriller
Sivi 2,K. R. Senthil Nathan,Tej Charanraj,"Horror, Thriller"
Udanpaal,Karthik Seenivasan,Linga,"Drama, Comedy"
Kaarottiyin Kaadhali,R. Siva,Elango Kumaravel,Drama
Aattral,K. L. Kannan,Vidharth,"Thriller, Action"
Rajavum 5 Koojavum,Prabhu Aadhithyan,Arvee,Comedy
Enjoy,Perumal Kasi,Madhan Kumar Dhakshinamoorthy,Romance
Kaalangalil Aval Vasantham,Raghav Mirdath,Kaushik Ram,"Romance, Comedy"
Kaatteri,Deekay,Vaibhav Reddy,"Comedy, Horror"
Cadaver,Anoop S Panicker,Amala Paul,"Crime, Mystery, Thriller"
Cobra,R. Ajay Gnanamuthu,Vikram,"Action, Thriller"
Gatta Kusthi,Chella Ayyavu,Aishwarya Lekshmi,"Comedy, Drama, Family"
Repeat Shoe,Kalyaan,Priya Kalyaan,"Crime, Science Fiction, Thriller"
Viruman,M. Muthaiah,Karthi,"Action, Family"
Sardar,P. S. Mithran,Karthi,"Thriller, Action"
Raangi,M. Saravanan,Trisha Krishnan,"Action, Thriller"
Nitham Oru Vaanam,Ra. Karthik,Ashok Selvan,"Romance, Thriller, Comedy"
Etharkkum Thunindhavan,Pandiraj,Suriya,"Action, Drama, Family"
Kadaisi Vivasayi,M. Manikandan,Nallandi,Drama
Gurumoorthi,Tanasekar Palanivelu,Natarajan Subramaniam,"Action, Thriller"
Varalaru Mukkiyam,Santhosh Rajan,Jiiva,"Romance, Comedy"
Kalaga Thalaivan,Magizh Thirumeni,Udhayanidhi Stalin,"Thriller, Action"
Iravin Nizhal,R. Parthiban,R. Parthiban,"Drama, Thriller"
Veetla Vishesham,NJ Saravanan,Urvashi,"Drama, Comedy"
Miral,M. Sakthivel,Bharath Srinivasan,"Thriller, Horror"
Oh My Dog,Sarov Shanmugam,Arun Vijay,"Drama, Family"
Kanam,Shree Karthick,Sharwanand,"Drama, Fantasy, Science Fiction"
Koogle Kuttappa,Guru Saravanan,K. S. Ravikumar,"Comedy, Drama, Science Fiction"
Vendhu Thanindhathu Kaadu,Gautham Vasudev Menon,Silambarasan,"Drama, Thriller, Crime"
Lilly Rani,Vishnu Ramakrishnan,Chaya Singh,"Drama, Family"
FIR,Manu Anand,Vishnu Vishal,"Thriller, Action"
Diary,Innasi Pandiyan,Arulnithi,"Crime, Thriller"
Maayon,Kishore,Sibiraj,"Mystery, Thriller"
Trigger,Sam Anton,Atharvaa Murali,"Action, Drama"
Hostel,Sumanth Radhakrishnan,Ashok Selvan,"Comedy, Drama"
Nenjuku Needhi,Arunraja Kamaraj,Udhayanidhi Stalin,"Crime, Drama, Mystery"
Dhadha,Guinness Kishore,Nithin Sathya,"Comedy, Drama"
Saani Kaayidham,Arun Matheswaran,Keerthy Suresh,"Crime, Drama, Action"
Vattam,Kamalakannan,Sibiraj,"Action, Thriller"
Yaanai,Hari,Arun Vijay,"Action, Thriller"
Maha,U.R. Jameel,Hansika Motwani,"Crime, Mystery, Thriller"
Ranga,Vinod DL,Sibiraj,"Thriller, Action"
Agent Kannayiram,Manoj Beedha,Santhanam,"Crime, Thriller, Comedy"
D Block,Vijay Kumar,Arulnithi,"Thriller, Mystery"
1945,Sathyasiva,Rana Daggubati,"Drama, History, Action"
Anel Meley Pani Thuli,R Kaiser Anand,Andrea Jeremiah,"Drama, Thriller"
Visithiran,Padmakumar M,R. K. Suresh,"Crime, Thriller"
Parole,Dwarakh Raja,Linga,"Action, Drama"
Payanigal Gavanikkavum,Sakthivel Perumalsamy,Vidharth,"Drama, Comedy"
Battery,Mani Bharathy,Senguttuvan,"Crime, Thriller"
Yutha Satham,Ezhil,Gautham Karthik,"Crime, Thriller"
Captain,Shakti Soundar Rajan,Arya,"Action, Fantasy, Science Fiction, Drama"
Kadamaiyai Sei,Venkat Raghavan,S. J. Suryah,"Comedy, Action"
Panni Kutty,Anucharan,Karunakaran,"Drama, Comedy"
Laththi Charge,A. Vinoth Kumar,Vishal Krishna,"Action, Drama"
Coffee With Kadhal,Sundar C,Jiiva,"Drama, Comedy"
Yuddha Kaandam,Anantharajan,Sreeram Karthik,Action
RajaBheema,Naresh Sampath,Aarav Kizar,Drama
Selfie,Mathi Maran,G. V. Prakash Kumar,"Action, Thriller"
Natchathiram Nagargiradhu,Pa. Ranjith,Kalaiyarasan,"Romance, Drama, Comedy"
Pattampoochi,Badri,Sundar C,Thriller
Kuzhali,Chera. Kalaiyarasan,Aara,Drama
Grandma,Shijinlal SS,Sonia Agarwal,"Drama, Horror, Thriller"
Kuruthi Aattam,Sri Ganesh,Atharvaa Murali,"Action, Drama"
The Legend,Joseph D. Sami,Arul Saravanan,"Comedy, Romance, Action"
Therkathi Veeran,Shaarath,Shaarath,"Action, Drama"
Sethaan Da Sekar'uh,Vignesh,Hari Narayanan Suresh,"Action, Crime, Comedy"
Mudhal Nee Mudivum Nee,Darbuka Siva,Kishen Das,Drama
Clap,Prithvi Adithya,Aadhi Pinisetty,Drama
Yugi,Zac Harriss,Kathir,"Drama, Thriller"
Taanakkaran,Tamizh,Vikram Prabhu,Drama
Aruva Sanda,Aadhirajan,V. Raja,"Action, Drama, Family"
Anbulla Ghilli,Srinath Ramalingam,Maithreya Rajasekar,"Adventure, Family"
Theal,Harikumar,Prabhu Deva,"Action, Thriller"
Anbarivu,Aswin Raam,HipHop Tamizha Adhi,"Comedy, Family, Romance"
Aadhaar,Ramnath Palanikumar,Karunas,Drama
Dejavu,Arvindh Srinivasan,Arulnithi,"Mystery, Thriller"
Drama,Aju Kizhumala,Kishore,"Thriller, Drama"
Sila Nerangalil Sila Manidhargal,Vishal Venkat,Ashok Selvan,Drama
Pattathu Arasan,A. Sarkunam,Atharvaa Murali,"Family, Action, Romance"
Veerame Vaagai Soodum,Thu. Pa. Saravanan,Vishal Krishna,"Action, Thriller"
O2,GS Viknesh,Nayanthara,Thriller
Marutha,GRS,Ganja Karuppu,"Family, Romance"
Vezham,Sandeep Shyam,Ashok Selvan,"Mystery, Thriller"
Gulu Gulu,Rathna Kumar,Santhanam,"Comedy, Adventure, Romance"
Buffoon,Ashok Veerappan,Vaibhav Reddy,"Drama, Comedy"
Kaari,M Hemanth,M. Sasikumar,"Action, Family"
Prince,Anudeep,Sivakarthikeyan,"Comedy, Romance"
Poikkal Kuthirai,Santhosh P. Jayakumar,Prabhu Deva,"Crime, Thriller"
Not Reachable,Chandru Muruganantham,Vishwa Sridharan,"Crime, Thriller"
My Dear Lisa,Ranjan Krishnadevan,Vijay Vasanth,"Horror, Thriller"
EVIL,Jagan Aloysius,Vijay Akash,
Sembi,Prabhu Solomon,Kovai Sarala,"Drama, Thriller"
Ayngaran,Ravi Arasu,G. V. Prakash Kumar,"Action, Drama"
Connect,Ashwin Saravanan,Nayanthara,"Horror, Thriller"
Driver Jamuna,Kinslin,Aishwarya Rajesh,"Action, Thriller"
Witness,Deepak Muthuvel,Shraddha Srinath,Drama
Yenni Thuniga,S. K. Vettri Selvan,Jai Sampath,"Action, Thriller"
Idiot,Rambhala,Shiva,"Horror, Comedy, Drama"
Achcham Madam Naanam Payirppu,Raja Ramamurthy,Akshara Haasan,"Drama, Comedy"
Poochandi,J. K. Wicky,Ravishankar Ramamurthy,"Thriller, Horror"
Pothanur Thabal Nilayam,Praveen,Praveen,"Thriller, Crime"
HEROIC,AAKASH,AVINASH,"Action, Science Fiction"
Kuthirai Vaal,Manoj Leonel Jahson,Kalaiyarasan,"Drama, Mystery"
Project C (Chapter 2),VNO,Sri,"Crime, Action"
Bijli,Manasvini Boovarahan,Anjali Kumari Mishra,Drama
Enna Solla Pogirai,A. Hariharan,Ashwin Kumar,"Romance, Drama"
Naai Sekar,Kishore Rajkumar,Sathish,"Comedy, Fantasy"
Kathir,Dhinesh Palanivel,Venkatesh Appadurai,Drama
Kombu Vatcha Singamda,S. R. Prabhakaran,M. Sasikumar,"Drama, Action"
Thunikaram,Baalasudan,Vinoth Logidhasan,"Crime, Thriller"
Naan Mirugamaai Maara,Sathyasiva,M. Sasikumar,"Crime, Action, Drama"
Kuttram Kuttrame,Suseenthiran,Jai Sampath,"Action, Drama"
Kambathe Kannemma,K.K. Khanna,Tokoh Sathia,Comedy
My Dear Bootham,N. Ragavan,Prabhu Deva,"Comedy, Fantasy, Family"
Ward-126,Selvakumar Chellapandiyan,Michael Thangadurai,"Thriller, Crime"
Jiivi 2,V. J. Gopinath,Vetri,"Crime, Mystery, Thriller"
Vaaitha,Mahivarman.CS,Nassar,"Drama, Crime"
Carbon,R. Srinuvasan,Vidharth,"Action, Thriller"
Muthal Manithan,Rajarajadurai,Adukalam Naren,Drama
The Great Man,Seenu Ramasamy,Vijay Sethupathi,Drama
Veerapandiyapuram,Suseenthiran,Jai Sampath,"Action, Drama"
